_RAJ2000;_DEJ2000;NVSS;RAJ2000;DEJ2000;e_RAJ2000;e_DEJ2000;S1.4;e_S1.4;l_MajAxis;MajAxis;l_MinAxis;MinAxis;f_resFlux
316.8579167;-25.4210278;210725-252515;21 07 25.90;-25 25 15.7;0.03;0.6;2732.6;97.9;;36.1;;23.7;P*
318.6671667;-25.6968611;211440-254148;21 14 40.12;-25 41 48.7;0.03;0.6;2332.5;82.3;;14.5;<;16.0;P*
319.15125;-20.9310833;211636-205551;21 16 36.30;-20 55 51.9;0.03;0.6;2791.6;91.8;;37.6;<;17.8;P*
319.54454169999997;-30.320861100000002;211810-301915;21 18 10.69;-30 19 15.1;0.03;0.6;2542.0;89.8;;14.1;<;14.2;P*
320.9352083;30.2099722;212344+301235;21 23 44.45;+30 12 35.9;0.03;0.6;2171.3;65.1;<;18.5;<;16.2;
320.9357917;25.0696667;212344+250410;21 23 44.59;+25 04 10.8;0.03;0.6;10334.8;359.9;;19.0;<;13.9;S*
322.63683330000003;5.0381944;213032+050217;21 30 32.84;+05 02 17.5;0.03;0.6;4098.0;122.9;<;16.7;<;15.9;
324.1607083;0.6984722;213638+004154;21 36 38.57;+00 41 54.5;0.03;0.6;3472.5;104.2;<;16.3;<;15.0;
324.4235417;-14.546027800000003;213741-143245;21 37 41.65;-14 32 45.7;0.03;0.6;2415.0;87.5;;35.3;;20.9;S*
324.458625;-20.708972199999998;213750-204232;21 37 50.07;-20 42 32.3;0.03;0.6;3732.1;112.0;<;17.0;<;15.5;
326.8542083;15.3446389;214725+152040;21 47 25.01;+15 20 40.7;0.03;0.6;2933.6;95.7;;40.3;<;16.1;P*
327.0228333;6.960944400000001;214805+065739;21 48 05.48;+06 57 39.4;0.03;0.6;2589.1;91.4;;14.2;<;17.8;
327.5982917;14.8298611;215023+144947;21 50 23.59;+14 49 47.5;0.03;0.6;2666.7;80.0;<;14.9;<;14.6;
327.688625;14.559138899999999;215045+143332;21 50 45.27;+14 33 32.9;0.03;0.6;2210.7;66.3;<;16.3;<;15.2;
328.01575;-28.474722200000002;215203-282829;21 52 03.78;-28 28 29.0;0.03;0.6;2865.3;86.0;<;18.7;<;15.6;
328.967375;38.0081111;215552+380029a;21 55 52.17;+38 00 29.2;0.04;0.6;3530.8;119.9;;26.8;<;14.0;P*
328.9687917;38.0081389;215552+380029b;21 55 52.51;+38 00 29.3;0.04;0.6;3322.8;99.7;<;15.1;<;13.9;P*
329.52625;-15.019194400000002;215806-150109;21 58 06.30;-15 01 09.1;0.03;0.6;3020.8;90.6;<;16.3;<;13.9;P*
330.680375;42.2778056;220243+421640;22 02 43.29;+42 16 40.1;0.04;0.6;6050.9;181.5;<;19.8;<;18.2;
330.8121667;31.76075;220314+314538;22 03 14.92;+31 45 38.7;0.04;0.6;2878.4;98.5;;24.5;<;17.3;S*
331.5201667;29.489416700000003;220604+292921;22 06 04.84;+29 29 21.9;0.03;0.6;2526.4;84.9;;30.1;<;16.6;S*
331.5430417;-18.5941667;220610-183539;22 06 10.33;-18 35 39.0;0.03;0.6;6398.4;192.0;<;18.8;<;17.6;P*
333.1582083;1.8810278000000002;221237+015251;22 12 37.97;+01 52 51.7;0.03;0.6;2809.8;84.3;<;17.5;<;16.8;
333.603875;-17.016722199999997;221424-170100;22 14 24.93;-17 01 00.2;0.03;0.6;4228.6;155.1;;31.5;;20.8;P*
333.6085;-17.039;221426-170220;22 14 26.04;-17 02 20.4;0.03;0.6;4684.9;170.1;;33.6;;21.9;P*
334.716875;-3.5936388999999997;221852-033537;22 18 52.05;-03 35 37.1;0.03;0.6;2218.2;66.5;<;18.7;<;16.9;P*
336.44699999999995;-4.9505278;222547-045701;22 25 47.28;-04 57 01.9;0.03;0.6;7410.6;261.6;;14.4;<;18.6;P*
338.15175;11.730666699999999;223236+114350;22 32 36.42;+11 43 50.4;0.03;0.6;7201.5;216.0;<;19.2;<;17.7;
341.415375;39.68175;224539+394054;22 45 39.69;+39 40 54.3;0.04;0.6;3214.1;108.3;;61.8;;23.7;S*
341.455375;39.689472200000004;224549+394122;22 45 49.29;+39 41 22.1;0.04;0.6;4408.1;136.4;;127.3;;45.4;S*
341.4887083;39.6924444;224557+394132;22 45 57.29;+39 41 32.8;0.04;0.6;2934.4;99.1;;60.5;;23.6;P*
342.89475;18.811166699999998;225134+184840;22 51 34.74;+18 48 40.2;0.03;0.6;2133.0;64.0;<;19.1;<;16.7;
343.49041669999997;16.148166699999997;225357+160853;22 53 57.70;+16 08 53.4;0.03;0.6;12656.8;379.7;<;14.4;<;13.9;P*
343.7658333;13.225972199999998;225503+131333;22 55 03.80;+13 13 33.5;0.03;0.6;2706.3;81.2;<;17.6;<;17.2;
344.3418333;41.9045;225722+415416;22 57 22.04;+41 54 16.2;0.04;0.6;2103.8;63.1;<;18.7;<;17.0;P*
345.59979169999997;-37.3018056;230223-371806;23 02 23.95;-37 18 06.5;0.04;0.6;2719.8;81.6;<;17.8;<;16.0;
348.1172917;9.324611099999998;231228+091928;23 12 28.15;+09 19 28.6;0.03;0.6;2488.8;74.7;<;17.3;<;16.7;
349.146625;4.0882778;231635+040517;23 16 35.19;+04 05 17.8;0.03;0.6;4675.6;165.2;;13.9;<;17.5;
349.9837917;-27.453861100000005;231956-272713;23 19 56.11;-27 27 13.9;0.03;0.6;2157.5;73.3;;62.3;;19.9;S*
350.258375;-16.384777800000002;232102-162305;23 21 02.01;-16 23 05.2;0.03;0.6;2357.4;70.7;<;19.8;<;15.0;
351.72695830000004;-2.0361944;232654-020210;23 26 54.47;-02 02 10.3;0.03;0.6;2370.5;75.4;;92.5;;35.7;S*
351.7324167;40.8029722;232655+404810;23 26 55.78;+40 48 10.7;0.04;0.6;2455.6;84.5;;22.8;<;15.5;
354.5934167;27.0427222;233822+270233;23 38 22.42;+27 02 33.8;0.03;0.6;2812.3;90.2;;75.9;;38.9;S*
354.63941669999997;26.995305600000005;233833+265943;23 38 33.46;+26 59 43.1;0.03;0.6;2392.7;75.5;;127.3;;27.9;S*
355.0965;22.3485;234023+222054;23 40 23.16;+22 20 54.6;0.03;0.6;2284.3;68.5;<;18.1;<;17.5;P*
357.0109167;-16.520166699999997;234802-163112;23 48 02.62;-16 31 12.6;0.03;0.6;2641.5;79.2;<;17.8;<;16.5;P*
